From Date,To Date,PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Eth-Benzene,MP-Xylene,O-Xylene,Temp,RH,WS,WD,SR
28-03-2024 22:00,28-03-2024 23:00,62.75,183.1,4.59,36.52,21.42,46.88,25.3,1.68,19.5,4.1,6.91,1.57,0.68,2.29,26.37,53.4,1.03,2.2,3.33
28-03-2024 23:00,29-03-2024 00:00,66.1,165.3,7.48,43.63,29.26,49.07,26.75,1.68,14.01,4.37,4.9,2.49,1.26,1.32,25.8,55.6,0.94,354.2,3.77
29-03-2024 00:00,29-03-2024 01:00,76.8,181.05,8.03,40.69,27.82,51.89,16.77,0.56,7.25,4.23,3.04,1.05,0.68,0.89,24.9,59.05,0.48,344.08,4
29-03-2024 01:00,29-03-2024 02:00,89.38,160.05,9.23,44.49,31.16,47.14,17.24,0.56,9.27,4.38,5.1,1.07,0.68,0.89,24.4,56.43,0.54,348.43,4.12
29-03-2024 02:00,29-03-2024 03:00,59.85,143.22,10.13,43.53,31.36,52.19,16.83,0.55,4.44,4.37,7.71,1.93,0.68,0.89,23.41,63.6,0.23,273.65,3.73
29-03-2024 03:00,29-03-2024 04:00,91.92,151.78,9.26,42.62,30.03,52.82,16.78,0.54,3.55,4.63,8.47,1.73,1.38,0.89,22.69,67.15,0.58,309.04,4.53
29-03-2024 04:00,29-03-2024 05:00,100.85,148.8,11,40.31,30.36,52.19,17.1,0.71,3.73,5.64,6.13,1.09,0.68,0.89,21.94,69.97,0.49,313.25,3.88
29-03-2024 05:00,29-03-2024 06:00,111.12,163.4,15.56,43.52,35.74,53.71,18.39,0.72,3.95,5.79,5.04,1.09,0.68,0.89,21.32,74.12,0.36,324.83,3.73
29-03-2024 06:00,29-03-2024 07:00,133.95,142.07,13.76,45.51,35.13,52.08,16.04,0.7,4.29,5.36,4.78,1.31,1.66,1.29,21.29,72.7,0.89,350.02,12.35
29-03-2024 07:00,29-03-2024 08:00,109.68,140.93,8.06,44.04,29.62,49.86,15.77,0.9,2.8,4.75,3.61,1.39,0.98,0.89,22.79,66.3,0.37,115.62,55.77
29-03-2024 08:00,29-03-2024 09:00,94.5,150.43,9.71,46.16,32.13,53.62,14.79,0.89,4.7,4.86,4.54,1.6,1.19,0.89,25,58.87,0.4,134.46,158.8
29-03-2024 09:00,29-03-2024 10:00,115.6,180.32,8.98,47.69,32.66,56.39,15.21,0.9,9.57,6.38,5.64,2.42,1.43,0.89,27.97,49.28,0.66,134.67,301.85
29-03-2024 10:00,29-03-2024 11:00,109.55,203.18,12.09,48.82,35.79,51.17,19.12,0.89,29.45,5.55,7.7,2.54,0.68,0.89,30.89,39.12,0.54,161.96,392
29-03-2024 11:00,29-03-2024 12:00,114.12,216.65,12.08,46.98,34.8,48.1,14.6,0.88,47.81,5.09,5.83,1.48,0.68,0.89,32.89,32.15,0.62,146.87,476.15
29-03-2024 12:00,29-03-2024 13:00,109.02,212.35,12.78,48.64,36.25,41.31,11.07,0.64,97.08,4.46,4.62,1.32,0.68,0.89,34.76,26.48,0.55,64.26,472.38
29-03-2024 13:00,29-03-2024 14:00,124.17,200.98,9.25,48.55,33.25,40.65,9.48,0.65,140.48,4.51,4.44,0.74,0.68,0.89,35.15,25.7,0.81,125.46,402.23
29-03-2024 14:00,29-03-2024 15:00,114.15,213.38,10.72,46.04,33.18,42.64,9.05,0.66,167.75,5.37,9.73,1.57,0.68,0.89,35.53,25.7,0.84,52.37,339.07
29-03-2024 15:00,29-03-2024 16:00,138.27,246.75,10.48,49.35,34.66,41.36,8.78,0.66,163.81,5.61,8.67,2.04,0.68,0.89,35.53,25.25,1.09,40.52,234.38
29-03-2024 16:00,29-03-2024 17:00,142.85,251.07,13.57,46.93,35.99,39.14,8.25,0.65,115.25,5.54,9.02,1.92,1.55,0.89,33.86,27.67,1.29,45.06,32.85
29-03-2024 17:00,29-03-2024 18:00,125.68,256.57,12.15,51.22,37.13,41.71,9.36,0.96,51.48,5.78,9.1,2.79,1.65,0.98,32.61,30.15,0.63,64.37,9.07
29-03-2024 18:00,29-03-2024 19:00,110,262.55,9.49,47.97,33.22,46.26,15.98,0.95,37.98,7.56,14.4,5.94,8.04,2.78,30.83,38.48,0.73,213.25,10.55
29-03-2024 19:00,29-03-2024 20:00,131.22,287.93,8.05,45.11,30.42,51.16,16.16,0.96,29.95,5.39,9.55,2.67,4.86,1.29,27.28,55.38,0.83,158.81,2.3
29-03-2024 20:00,29-03-2024 21:00,104.7,275.3,12.06,51.54,37.12,52.93,16.38,1.37,20.44,5.21,9.38,2.6,4.47,0.98,27.16,52.58,0.15,154.83,4.45
29-03-2024 21:00,29-03-2024 22:00,125.77,289.7,18.44,62.56,48.27,45.68,17.68,1.35,10.45,5.5,13.21,4.01,8.25,2.95,28.19,35.27,0.56,159.01,5.35
29-03-2024 22:00,29-03-2024 23:00,86.95,239.03,19.3,65.68,50.63,43.17,18.44,1.68,7.02,4.38,7.62,4.57,1.5,1.35,27.33,37.02,0.62,164.18,4.4
29-03-2024 23:00,30-03-2024 00:00,55,210.5,20.26,65.15,51.13,43.67,17.6,1.69,9.8,4.37,6.73,2.98,2.08,1.36,27.15,40.77,0.85,175.82,5.77
30-03-2024 00:00,30-03-2024 01:00,54.7,193.3,17.52,61.84,47.14,48.16,16.81,0.55,4.07,4.74,7.62,2.94,4.24,1.26,26.54,44.3,0.66,181.18,4.35
30-03-2024 01:00,30-03-2024 02:00,81.9,192.42,16.46,58.22,44.35,42.99,16.95,0.58,10.76,4.71,7.35,4.47,8.36,2.48,26.94,40.95,1.12,173.22,5.88
30-03-2024 02:00,30-03-2024 03:00,94.98,172.3,14.79,49.94,38.59,37.81,16.72,0.58,19.48,3.97,2.92,1.29,0.68,0.89,27.05,45.02,1.09,151.4,4.95
30-03-2024 03:00,30-03-2024 04:00,79.28,158.32,15.22,51.84,39.94,43.5,14.9,0.56,17.48,4.07,2.16,1.01,0.68,0.89,25.76,54.23,0.36,163.19,2.85
30-03-2024 04:00,30-03-2024 05:00,84.95,167.47,13.3,48.49,36.61,43.7,13.86,0.69,15.85,4.28,2.36,0.74,0.68,0.89,24.99,56.97,0.12,185.22,3.75
30-03-2024 05:00,30-03-2024 06:00,87.33,165.2,13.24,52.48,38.68,45.3,13.68,0.71,10.94,4.36,2.86,1.53,0.68,0.89,24.36,59.2,0.11,171.28,4.07
30-03-2024 06:00,30-03-2024 07:00,75.27,166.15,13.43,54.32,39.81,46.08,16.07,0.72,10.51,4.5,3.57,2.44,0.72,0.89,23.98,60.43,0.24,181.48,12.75
30-03-2024 07:00,30-03-2024 08:00,87.95,169.45,18.58,56.66,45.23,50.41,16.08,0.89,9.29,5,3.74,1.19,0.95,0.89,25.6,56.6,0.5,170.55,60.58
30-03-2024 08:00,30-03-2024 09:00,106.33,188.38,20.75,58.11,47.77,53.72,18.08,0.88,17.49,5.98,5.11,3.7,0.74,0.89,26.55,55,1.5,173.12,159.82
30-03-2024 09:00,30-03-2024 10:00,136.25,265.3,14.29,47.03,36.64,52.57,25.45,0.87,34.66,7.84,10.62,2.02,1.82,0.89,27.05,53.05,2.52,31.08,267.95
30-03-2024 10:00,30-03-2024 11:00,139.4,285.07,10.92,40.32,30.01,49.79,26.87,0.88,42.13,4.94,4.32,1.01,0.68,0.89,28.49,48.2,2.23,47.85,372.42
30-03-2024 11:00,30-03-2024 12:00,146.65,277.23,8.91,40.47,28.62,48.05,20.92,0.88,35.45,5.09,3.53,1.02,0.68,0.89,29.9,46.2,1.84,57.37,438.1
30-03-2024 12:00,30-03-2024 13:00,164.05,286.15,10.65,44.57,32.28,48.21,16.44,0.67,42.91,5.38,3.47,1,0.68,0.89,31.13,42.35,1.14,86.13,457.1
30-03-2024 13:00,30-03-2024 14:00,146,282.1,11.09,42.7,31.73,43.07,16.21,0.65,58.09,5.08,4.2,0.74,0.68,0.89,31.93,37.35,0.58,129.2,400.43
30-03-2024 14:00,30-03-2024 15:00,131.7,267.5,8.77,41.45,29.18,40.55,15.79,0.66,72.36,4.84,4.44,0.77,0.68,0.89,33.21,31.45,0.81,245.45,372.75
30-03-2024 15:00,30-03-2024 16:00,124.05,260.72,12.02,42.4,32.31,38.3,15.25,0.65,61.48,4.44,3.7,1.33,1.01,0.89,33.55,29.52,0.91,248.93,264.65
30-03-2024 16:00,30-03-2024 17:00,113.6,250.75,11.75,44.75,33.35,39.91,15.77,0.66,55.95,4.15,4.08,1,1.03,0.89,32.94,30.95,0.75,327.43,124.45
30-03-2024 17:00,30-03-2024 18:00,122.15,232.67,10.73,46.26,33.33,40.54,16.41,0.95,42.44,4.24,4.51,1.44,1.62,0.89,32.27,29.82,0.72,320.58,57.3
30-03-2024 18:00,30-03-2024 19:00,112.7,238.7,10.06,48.24,33.84,42.3,16.99,0.95,33.47,4.12,6.06,1.95,3.06,0.94,30.87,35.33,0.73,267.81,9.45
30-03-2024 19:00,30-03-2024 20:00,91.97,239.03,11.48,41.56,31.44,44.5,17.22,0.94,19.84,4.77,11.03,3.62,5.68,2.31,29.26,40.1,0.34,153.86,2.4
30-03-2024 20:00,30-03-2024 21:00,120.05,254.18,15.48,61.58,45.34,65.46,18.7,1.35,6.96,5.96,20.49,4.62,10.02,2.98,28,45.27,0.19,313.61,3.8
30-03-2024 21:00,30-03-2024 22:00,137.5,310.2,18.66,65.22,49.85,62.64,20.21,1.36,1.22,6.76,21.39,5.31,12.54,5.75,27.2,49.27,0.07,200.62,4.48
30-03-2024 22:00,30-03-2024 23:00,158.55,346.55,20.45,66.23,51.87,68.13,23.23,1.7,2.39,6.99,20.76,5.99,12.36,6.67,25.97,55.23,0.14,188.47,4.4
30-03-2024 23:00,31-03-2024 00:00,146.4,377.2,30.79,74.62,64.72,82.43,25.77,1.7,5.44,8.4,25.29,8.42,13.36,6.16,25.18,58.97,0.07,187.43,4.6
31-03-2024 00:00,31-03-2024 01:00,169.58,427.17,37.86,80.63,73.67,94.66,18.63,0.57,8.23,10.34,30.1,7.87,20.86,10.99,25.55,57.33,0.09,289.86,5.38
31-03-2024 01:00,31-03-2024 02:00,188.35,461.1,36.54,73.84,68.98,96.12,23.34,0.55,7.95,12.14,34.76,9.39,20.1,9.67,25.31,60.68,0.08,244.62,4.8
31-03-2024 02:00,31-03-2024 03:00,219.55,547.5,31.43,69.81,62.68,84.55,26.68,0.55,8.39,13.17,48.39,10.76,19.03,4.45,25.07,61.77,0.27,228.79,5.17
31-03-2024 03:00,31-03-2024 04:00,208.57,524.38,19,60.96,47.87,68.9,27.88,0.53,7.42,10.02,57.41,9.54,10.16,4.47,24.54,62.25,0.12,143.64,4.75
31-03-2024 04:00,31-03-2024 05:00,200.35,317.23,25.09,60.65,52.66,73.52,26.38,0.68,7.81,9.44,41.53,6.01,10.9,2.35,23.7,67.73,0.49,193.92,4.78
31-03-2024 05:00,31-03-2024 06:00,210.85,383.57,25.29,61.73,53.4,72.74,25.34,0.7,7.75,9.1,37.72,4.56,8.71,2.02,22.48,73.72,0.13,163.32,3.65
31-03-2024 06:00,31-03-2024 07:00,216.65,426.3,21.04,55.73,46.76,74.87,16.75,0.69,7.79,9.4,35.3,3.73,7.8,1.19,22.48,73.92,0.56,267.44,14.38
31-03-2024 07:00,31-03-2024 08:00,270.55,466.45,16.98,54.7,42.91,59.52,17.07,0.88,7.27,9.36,28.09,3.6,6.35,0.89,24.1,63.58,0.72,262.66,64.9
31-03-2024 08:00,31-03-2024 09:00,266.43,306.88,17.11,49.6,40.28,54.89,16.71,0.9,8.61,6.8,11.68,2.61,2.77,0.89,26.9,52.95,0.48,125.19,184.45
31-03-2024 09:00,31-03-2024 10:00,205.03,269.42,14.47,47.44,36.99,53.09,23.28,0.87,11.9,6.47,10.26,3.17,0.72,0.89,29.02,42.05,0.81,258.07,301.75
31-03-2024 10:00,31-03-2024 11:00,213.68,307.38,15.27,43.12,35.35,47.18,25.21,0.89,20.76,5.6,6.35,2.48,1.85,0.89,30.35,33.7,1.28,271.23,405.03
31-03-2024 11:00,31-03-2024 12:00,169.65,355.1,16.7,44.41,37.2,41.25,16.99,0.9,33.22,5,4.25,1.49,0.68,0.89,31.91,27.9,1.39,282.27,488.8
31-03-2024 12:00,31-03-2024 13:00,129.27,311.88,15.64,44.39,36.33,36.66,14.91,0.64,39.13,4.76,3.19,1.14,0.68,0.89,32.65,25.38,1.69,313.71,521.75
31-03-2024 13:00,31-03-2024 14:00,141.53,281.38,15.56,45.76,36.99,33.11,9.96,0.66,44.26,3.93,2.28,1.08,0.71,0.89,32.93,22.62,1.92,329.61,519.3
31-03-2024 14:00,31-03-2024 15:00,108.02,236.2,15.42,44.74,36.33,29.96,6.65,0.65,44.83,3.72,2.78,1.65,1.77,0.89,33.11,19.17,1.98,314.04,469.35
31-03-2024 15:00,31-03-2024 16:00,88.85,207.8,13.49,42.81,33.73,31.06,4.84,0.65,37.87,2.95,3.05,1.54,1.03,0.89,32.95,20.7,1.81,310.85,364.6
31-03-2024 16:00,31-03-2024 17:00,106.65,222.03,18.43,48.64,40.86,27.99,5.25,0.67,40.78,2.95,2.51,1.42,0.68,0.89,32.53,18.12,1.64,316.23,211.32
31-03-2024 17:00,31-03-2024 18:00,117.08,223.57,17.74,50.2,41.13,32.7,4.12,0.95,41.22,2.95,3.22,1.2,0.71,0.89,31.43,23.93,1.35,332.06,53.72
31-03-2024 18:00,31-03-2024 19:00,86.05,194.67,12.22,46.77,34.81,40.69,16.56,0.95,37.01,3.34,2.72,0.78,0.94,0.89,29.41,33.23,1.48,352.11,9.4
31-03-2024 19:00,31-03-2024 20:00,89.6,200.22,10.25,49.22,34.49,45.55,17.36,0.96,34.54,4.26,3.33,2.7,1.59,0.89,28.23,38.9,1.35,269.2,3.38
31-03-2024 20:00,31-03-2024 21:00,75.33,216.02,7.38,42.75,28.13,46.27,17.94,1.37,30.76,3.96,3.2,2.58,0.68,0.89,27.16,40.95,1.6,270.33,3.62
31-03-2024 21:00,31-03-2024 22:00,83.12,203.58,8.4,41.12,28.4,47.07,17.64,1.35,37.44,4.08,2.55,1.29,0.68,0.89,25.78,47.4,1.9,6.18,3.67
31-03-2024 22:00,31-03-2024 23:00,50.35,186.78,2.25,33.85,17.65,52.49,17.25,1.68,31.1,3.68,2,1.01,0.68,0.89,24.34,57.95,2.31,266.02,3.65
31-03-2024 23:00,01-04-2024 00:00,75.1,142.7,5.31,32.73,21.14,53.59,16.66,1.7,23.8,3.76,1.73,0.74,0.68,0.89,23.34,63.93,1.84,121.66,3.67
01-04-2024 00:00,01-04-2024 01:00,84.7,149.15,4.08,33.86,19.84,53.57,16.63,0.55,22.45,3.83,0.75,0.74,0.68,0.89,22.51,68.42,1.59,179.75,3.65
01-04-2024 01:00,01-04-2024 02:00,69.83,109.65,4.99,36.86,23.36,53.04,16.49,0.57,18.4,3.67,1.47,0.74,0.68,0.89,21.67,72.25,1.06,259.9,3.4
01-04-2024 02:00,01-04-2024 03:00,68.7,108.9,4.21,37.64,23.45,53.6,16.43,0.57,15.67,3.66,1.29,0.74,0.68,0.89,None,73.6,0.63,324.13,3.2
01-04-2024 03:00,01-04-2024 04:00,43.37,92.67,3.27,33.52,20.43,54.08,16.15,0.57,13.04,3.74,0.82,0.74,0.68,0.89,20.98,74.95,0.93,336.04,3.65
01-04-2024 04:00,01-04-2024 05:00,72.75,120.67,7.89,34.08,23.93,52.24,16.13,0.71,5.95,3.77,3.02,0.74,0.68,0.89,20.57,75.83,0.7,273.88,4
01-04-2024 05:00,01-04-2024 06:00,56.23,105.28,9.01,42.56,29.89,56.23,16.24,0.7,2.8,4.63,2.1,1.31,0.68,0.89,19.61,80.7,0.65,271.72,3.85
01-04-2024 06:00,01-04-2024 07:00,87.7,124.7,11.45,44.46,32.95,55.4,18.08,0.72,6.34,6.26,2.27,0.74,0.68,0.89,19.2,81.07,0.46,279.54,4.05
01-04-2024 07:00,01-04-2024 08:00,87.9,125.37,12.61,45.96,34.69,58.31,16.8,0.89,4.92,5.46,2.47,0.74,0.68,0.89,19.24,79.03,0.62,255.87,17.38
01-04-2024 08:00,01-04-2024 09:00,102.92,140.77,12.66,42.32,32.78,55.74,17.06,0.89,3.9,7.32,2.7,0.74,0.68,0.89,19.66,76.83,1.21,279.1,65.12
01-04-2024 09:00,01-04-2024 10:00,119.15,199.6,15.17,44.47,35.99,52.38,20.32,0.9,6.95,5.97,2.52,1.5,0.68,0.89,21.32,68,1.47,293.99,179.35
01-04-2024 10:00,01-04-2024 11:00,101.13,186.2,12.61,42.6,32.91,47.75,22.93,0.89,13.55,5.25,2.37,0.74,0.68,0.89,23.59,55.5,1.11,303.69,301.25
01-04-2024 11:00,01-04-2024 12:00,61.88,181.2,10.96,40.62,30.51,44.96,22.66,0.89,28.19,4.5,1.84,1.21,0.68,0.89,25.99,42.92,1.07,320.77,370.88
01-04-2024 12:00,01-04-2024 13:00,71.75,175.45,13.3,39.71,31.94,37.82,20.52,0.64,45.05,3.92,2,0.74,1.02,0.89,28.31,30.6,1.57,326.02,535.2
01-04-2024 13:00,01-04-2024 14:00,74.88,173.05,18.3,45.7,39.18,31.03,15.45,0.66,51.92,2.95,1.4,0.74,1.15,0.89,29.23,22.17,1.83,323.41,499.07
01-04-2024 14:00,01-04-2024 15:00,82.8,175.05,16.47,43.84,36.57,30.74,13.54,0.65,55.28,2.95,2.59,1.04,1.39,0.89,29.07,21.92,1.79,314.89,374.32
01-04-2024 15:00,01-04-2024 16:00,52.5,169,20.09,51.01,43.46,29.57,14.18,0.65,61.47,2.95,1.54,0.74,1.04,0.89,29.11,21.5,1.89,252.94,436.68
01-04-2024 16:00,01-04-2024 17:00,139.9,171.4,20.15,47.75,41.79,28.15,12.96,0.64,54.42,2.98,2.35,0.74,0.68,0.89,29.6,19.9,1.96,309.3,361.25
01-04-2024 17:00,01-04-2024 18:00,103.55,181.97,21.79,50.24,44.44,29.28,13.83,0.97,56.49,3.16,4.29,0.74,0.68,1.31,28.96,20.93,1.83,329.08,182.75
01-04-2024 18:00,01-04-2024 19:00,85.72,173.12,16.55,44.2,36.97,30.56,14.26,0.96,44.14,3.15,3.91,1.64,1.19,1.29,27.83,23.05,1.93,263.15,58.35
01-04-2024 19:00,01-04-2024 20:00,65.92,174.15,20.02,53.22,44.59,31.38,16.24,0.96,43.12,3.62,4.24,1.34,0.68,0.89,26.56,24.32,1.08,351.68,9.8
01-04-2024 20:00,01-04-2024 21:00,54.75,177.25,18.47,52.39,42.89,36.56,16.51,1.37,32.05,4.64,8.54,2.66,0.68,0.89,25.37,30.02,1.15,348.87,2.98
01-04-2024 21:00,01-04-2024 22:00,88.15,202.42,17.97,56.52,44.67,39.28,18.38,1.35,25.19,4.48,5.5,2.4,1.52,0.89,24.4,33.53,1.23,265.8,3.58
01-04-2024 22:00,01-04-2024 23:00,91.88,224.8,20.38,57.79,47.31,40.35,23.39,1.68,24.18,4.48,4.34,2.88,1,0.89,23.74,35.1,1.22,266.54,3.62
01-04-2024 23:00,02-04-2024 00:00,97.6,238.8,18.14,51.31,42.04,39.9,26.28,1.68,26.58,4.63,3.62,2.71,0.68,0.89,23.22,37.63,1.03,347.53,4.07
02-04-2024 00:00,02-04-2024 01:00,101.08,237.8,17.08,57.57,44.51,40.22,28.29,0.57,17.6,4.88,2.88,1.54,0.68,0.89,22.57,39.3,0.77,342.51,3.47
02-04-2024 01:00,02-04-2024 02:00,113.68,236.02,18.04,51.57,42.09,39.48,15.98,0.57,15.74,5.12,2.62,1.45,0.68,0.89,21.89,41.58,0.6,329.86,3.83
02-04-2024 02:00,02-04-2024 03:00,132.97,224.45,18.04,55.24,44.05,41.1,9.33,0.56,12.25,4.81,8.36,1.04,0.68,0.89,21.39,43.9,0.56,331.02,4.58
02-04-2024 03:00,02-04-2024 04:00,123.62,214.03,20.59,51.72,44.26,38.46,6.71,0.55,22.04,4.39,5.67,1.01,0.68,0.89,21.03,45.42,1,352.45,4.25
02-04-2024 04:00,02-04-2024 05:00,111.6,193.97,17.94,51.13,41.79,37.71,5.45,0.69,20.28,4.49,3.29,0.74,0.68,0.89,20.39,47.85,0.81,350.21,3.62
02-04-2024 05:00,02-04-2024 06:00,96.65,185.7,18.17,56.73,44.01,41.3,3.11,0.71,9.03,4.32,5.01,1.3,0.68,0.89,19.41,52.47,0.35,241.51,3.43
02-04-2024 06:00,02-04-2024 07:00,121.83,192.62,23.15,61.23,51.39,50.45,1.94,0.7,0.63,5.77,6.3,1.84,0.68,0.89,17.49,61.38,0.42,184.16,3.47
02-04-2024 07:00,02-04-2024 08:00,144.05,222.7,23.49,59.8,50.91,52.52,18.67,0.89,5.39,7.45,5.09,2.56,0.68,0.89,18.66,55.88,0.35,287.68,16.17
02-04-2024 08:00,02-04-2024 09:00,147.2,229.65,21,62.48,50.3,45.64,24.14,0.87,2.66,6.52,4.36,1.23,0.68,0.89,20.83,48.78,0.52,293.59,76.53
02-04-2024 09:00,02-04-2024 10:00,152.5,246.7,22.67,58.34,49.46,41.99,26.28,0.89,32.59,6.36,5.8,2.62,0.68,0.89,23.16,42.45,0.95,320.83,237.2
02-04-2024 10:00,02-04-2024 11:00,110.17,217.12,17.9,54.19,43.38,39.16,22.48,0.89,42.17,5.65,4.85,2.04,1.13,0.89,25.69,37.33,1.27,326.07,361.4
02-04-2024 11:00,02-04-2024 12:00,101.28,189.95,18.34,51.45,42.29,32.58,20.31,0.88,59.61,3.99,3.42,1,0.68,0.89,27.92,29.08,1.45,334.31,475.62
02-04-2024 12:00,02-04-2024 13:00,86.47,157.5,20.24,51.14,43.66,30.5,15.46,0.67,69.2,3.29,3.96,0.74,0.68,0.89,29.03,26.3,1.6,327.1,554.82
02-04-2024 13:00,02-04-2024 14:00,83.53,150.55,22.44,54.33,47.14,27.79,15.76,0.66,71.69,3.33,4.74,0.77,0.68,0.89,29.96,21.12,1.72,323.56,588.98
02-04-2024 14:00,02-04-2024 15:00,50.38,158.67,20.73,54.57,45.88,24.33,13.12,0.65,69.93,3.44,3.14,1.01,0.68,0.89,30.75,17.03,1.75,320.32,539.1
02-04-2024 15:00,02-04-2024 16:00,82.55,157.52,19.76,48.24,41.72,25.8,12.35,0.67,68.35,2.95,2.46,0.77,0.73,0.93,30.96,18.03,2,311.94,474.15
02-04-2024 16:00,02-04-2024 17:00,52.4,181.57,21.68,51.77,45.16,26.22,11.71,0.64,70.25,3.15,2.58,1,1.45,1.22,30.94,18.7,1.73,321.59,308.4
02-04-2024 17:00,02-04-2024 18:00,80.1,207.13,22.29,52.46,46.03,26.85,12.1,0.95,72.22,2.95,3.9,0.77,0.71,0.89,30.3,19.78,1.66,330.21,156.95
02-04-2024 18:00,02-04-2024 19:00,66.7,157.85,20.44,55.18,45.97,29.92,12.44,0.97,68.41,2.97,4.43,1.94,1,0.89,29.06,23.4,1.54,350.75,43.12
02-04-2024 19:00,02-04-2024 20:00,67.05,155.62,19.37,56.68,45.9,33.38,17.96,0.95,54.31,4.13,3.64,2.36,1.98,0.89,27.96,26.55,1.3,356.39,10.3
02-04-2024 20:00,02-04-2024 21:00,76.95,182.18,21.61,59.69,49.33,34.77,19.27,1.36,38.84,4.66,3.88,2.67,1.07,0.89,26.96,27.07,1,267.77,3
02-04-2024 21:00,02-04-2024 22:00,66.3,221.53,21.08,56.69,47.3,35.11,21.46,1.38,32.17,5.05,6.97,2.46,4.44,1.62,25.88,30.1,0.75,8.3,3.05
02-04-2024 22:00,02-04-2024 23:00,80.7,229.53,19.15,54.63,44.63,34.98,22.07,1.69,25.5,4.85,11.47,3.27,4.11,1.26,25.32,32.5,0.58,182.32,4.3
02-04-2024 23:00,03-04-2024 00:00,80.8,231.2,23.19,62.53,52.12,35.72,21.13,1.7,30.39,5.34,13.67,2.26,4.49,1.3,25.41,33.87,0.93,11.12,6.27
03-04-2024 00:00,03-04-2024 01:00,81.3,220.93,22.05,55.06,47.21,32.58,22.29,0.54,35.6,4.88,10.88,2.99,4.59,0.89,24.88,33.2,0.78,32.15,3.95
03-04-2024 01:00,03-04-2024 02:00,95.7,221.55,16.73,49.58,39.97,32.59,15.95,0.56,29.08,5.24,9.57,2.4,3.85,0.89,24.12,34.25,0.78,33.66,3.38
03-04-2024 02:00,03-04-2024 03:00,96.27,204.3,21.9,54.18,46.62,32.34,15.35,0.56,25.08,4.54,10.36,2.26,3.65,0.89,22.39,38.95,0.08,114.27,3.1
03-04-2024 03:00,03-04-2024 04:00,74,188.95,21.9,59.52,49.47,35.32,15.36,0.56,15.67,4.52,15.71,1.89,3.38,0.89,21.97,40.52,0.18,96.28,4.65
03-04-2024 04:00,03-04-2024 05:00,73.67,171.43,19.49,58.94,47.2,38.11,16.74,0.69,13.2,4.69,16.9,2.53,2.72,0.89,21.27,44.22,0.23,108.53,4.58
03-04-2024 05:00,03-04-2024 06:00,85.6,178.85,19.7,56.51,46.07,36.41,16.52,0.69,21.06,4.62,10.27,2.08,1.38,0.89,20.77,48.28,0.28,151.85,5.1
03-04-2024 06:00,03-04-2024 07:00,85.08,161.28,22.48,61.93,51.22,41.78,16.28,0.7,6.77,4.59,8.64,3.1,0.75,0.89,20.62,48.22,0.6,193.11,5.7
03-04-2024 07:00,03-04-2024 08:00,98.57,188.22,23.54,64.26,53.32,42.69,16.24,0.89,6.13,4.64,8,2.38,3.09,0.89,19.77,51.88,0.14,144.59,15.12
03-04-2024 08:00,03-04-2024 09:00,96.33,203.62,25.48,68.48,57.14,48.98,16.43,0.88,8.8,4.95,11.33,4.47,8.24,2.41,22.75,44.87,0.26,170.06,78.58
03-04-2024 09:00,03-04-2024 10:00,105.07,248.67,19.73,68.28,52.36,44.99,17.1,0.86,18.53,5.96,12.16,4.62,8.79,2.93,25.37,38.6,0.73,214.07,181.72
03-04-2024 10:00,03-04-2024 11:00,68.03,283.12,18.63,55.08,44.45,40.73,18.21,0.9,38.21,5.38,8.79,3.84,5.71,1.9,27.14,34,0.75,207.94,276.92
03-04-2024 11:00,03-04-2024 12:00,112.8,271.7,16.2,51.81,40.73,38.01,18.68,0.89,52.56,None,None,None,None,None,29.55,27.85,0.48,285.84,357.32
03-04-2024 12:00,03-04-2024 13:00,None,None,15.58,47.01,37.62,31.38,16.38,None,None,None,None,None,None,None,31.6,20.77,0.6,304.88,454.7
03-04-2024 13:00,03-04-2024 14:00,None,None,None,None,None,28.56,None,0.65,73.91,4.11,5.72,1.05,1.06,0.89,33.56,14.3,0.72,215.15,523.48
03-04-2024 14:00,03-04-2024 15:00,23.85,179.82,None,None,None,None,17.8,0.65,61.5,3.6,3.46,1.69,1.35,0.89,34.44,10.82,0.81,305.97,461.3
03-04-2024 15:00,03-04-2024 16:00,62.27,165.88,15.95,39.62,33.91,None,14.76,0.66,64.52,3.12,2.62,0.74,1.01,0.89,34.56,10.32,0.59,153.69,320.32
03-04-2024 16:00,03-04-2024 17:00,77.4,159.45,13.27,39.94,32.03,29.02,14.18,0.63,64.72,3.1,2.98,0.74,0.7,0.89,34.6,10.65,0.84,94.66,284.7
03-04-2024 17:00,03-04-2024 18:00,128.32,151.3,16.88,42.97,36.58,32.36,16.25,0.97,71,3.48,6.05,0.74,0.97,0.89,33.45,14.5,2,99.72,187.62
03-04-2024 18:00,03-04-2024 19:00,138.8,177.13,15.09,42.77,35.02,27.47,16.27,0.96,57.85,3.92,9.03,1.04,1.5,0.89,32.2,14.35,1.73,22.45,45.92
03-04-2024 19:00,03-04-2024 20:00,99.55,167.17,14.42,45.84,36.11,34.91,21.3,0.95,34.38,4.78,11.47,2.05,2.64,0.93,30.61,19.93,0.76,46.3,7.1
03-04-2024 20:00,03-04-2024 21:00,96.65,192,14.18,50.2,38.13,43.73,20.66,1.39,22.02,5.28,23.35,4.01,7.07,2.48,29.45,23.23,0.53,45.04,3.75
