From Date,To Date,PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Eth-Benzene,MP-Xylene,O-Xylene,Temp,RH,WS,WD,SR
01-01-2024 00:00,01-01-2024 01:00,216.03,301.02,10.66,39.73,29.73,26.57,6.26,2.7,16.36,6.12,11.94,8.6,4.07,3.3,11.54,81.38,0.51,168.32,4.75
01-01-2024 01:00,01-01-2024 02:00,197.12,281.95,13.5,36.25,30.14,25.57,8.06,1.89,18.48,6.03,12.19,8.55,3.97,3.36,11.43,81.9,0.45,177.28,4.95
01-01-2024 02:00,01-01-2024 03:00,186.7,267.88,9.42,40.24,28.44,25.94,9.06,1.87,15.21,25.77,19.48,16.57,11.42,11.58,11.52,81,0.31,207.41,5.15
01-01-2024 03:00,01-01-2024 04:00,190.65,255.03,16.1,36.35,32.43,28.04,8.98,1.92,18.59,26.5,20.89,17.52,12.07,11.2,11.47,81.3,0.37,250.74,4.93
01-01-2024 04:00,01-01-2024 05:00,184.43,243.97,13.62,36.5,30.26,31.24,7.78,2.65,16.33,8.66,8.87,6,4.56,4.98,11.16,80.9,0.55,349.76,4.83
01-01-2024 05:00,01-01-2024 06:00,180.85,234.88,6.18,35.85,23.59,31.45,7.85,2.6,17.34,3.52,6.19,2.17,2.12,2.69,10.77,82,0.6,167.65,4.83
01-01-2024 06:00,01-01-2024 07:00,170.8,236.95,9.63,30.85,22.7,32.56,6.34,2.67,21.55,3.45,5.89,2.19,2.22,2.71,10.43,82.83,0.48,176.26,4.8
01-01-2024 07:00,01-01-2024 08:00,155.38,226.83,11.77,30.28,25.21,32.59,5.81,2.71,27.91,2.86,5.04,1.71,1.63,1.84,10.07,84.03,0.65,260.17,7.12
01-01-2024 08:00,01-01-2024 09:00,146.47,208.5,8.63,30.35,19.04,32.01,1.8,0.99,27.49,2.67,4.5,1.53,1.49,1.55,10.2,83.65,0.33,115.75,15.93
01-01-2024 09:00,01-01-2024 10:00,160.28,208.55,14.85,32.21,29.16,32.02,8.15,0.99,27.43,2.64,4.41,1.52,1.46,1.58,10.55,81.22,0.28,84.77,32.38
01-01-2024 10:00,01-01-2024 11:00,151.53,226.68,10.22,32.89,25.17,31.91,9.16,1,23.85,2.68,4.44,1.51,1.49,1.54,11.41,76.17,0.34,148.24,70.03
01-01-2024 11:00,01-01-2024 12:00,152.43,218.3,18.02,32.11,30.64,31.41,5.78,1,25.59,2.7,4.4,1.56,1.48,1.54,12.26,71.97,0.51,327.24,107.67
01-01-2024 12:00,01-01-2024 13:00,154.05,231.33,6.58,39.66,25.95,31.11,2.38,1.01,33.59,2.65,4.48,1.54,1.46,1.53,12.71,70,0.8,305.54,141.75
01-01-2024 13:00,01-01-2024 14:00,171.75,285.92,8.84,34.21,24.52,33.04,7.88,0.79,33.2,2.29,3.53,1.14,1.76,1.89,13.33,67.38,0.9,309.04,227.8
01-01-2024 14:00,01-01-2024 15:00,180.62,255.5,12.15,31.5,26.32,24.53,9.02,0.77,29.03,2.15,3.24,1,1.88,2.03,13.24,68.28,1.03,313.04,192.85
01-01-2024 15:00,01-01-2024 16:00,157.15,257.83,15.39,30.71,28.74,26.39,6.81,0.77,40.7,2.12,3.31,1.02,1.88,2.03,12.79,70.12,1.1,258.93,107.15
01-01-2024 16:00,01-01-2024 17:00,142.65,188.95,8.5,26.38,18.86,25.85,5.68,0.73,37.86,2.12,3.31,1,1.88,2.02,11.66,74.97,1.25,349.21,40.8
01-01-2024 17:00,01-01-2024 18:00,136.82,177.27,4.39,29.72,17.85,25.86,6.58,0.99,28.84,2.06,3.27,0.99,1.81,1.95,10.51,79.92,1.12,353.74,8.02
01-01-2024 18:00,01-01-2024 19:00,None,None,9.88,32.41,25.03,27.17,4.63,1,25.44,9.07,12.96,4.43,5.73,4.77,9.96,82.3,1.07,354.3,4.25
01-01-2024 19:00,01-01-2024 20:00,None,None,12.69,29.38,24.98,36.58,6.97,0.97,28.62,11.27,17.29,5.7,7.42,6.06,10.09,81.78,0.86,95.58,5.55
01-01-2024 20:00,01-01-2024 21:00,243.37,379.7,12.58,33.58,28.09,35.93,2.92,1.46,28.73,10.9,17.26,5.51,7.21,5.99,10.05,81.8,0.65,170.26,4.75
01-01-2024 21:00,01-01-2024 22:00,269.33,395.35,8.68,31.79,23.8,37.96,8.02,1.49,24.42,10.88,15.3,7.15,8.49,6.51,9.72,80.45,0.99,348.72,4.75
01-01-2024 22:00,01-01-2024 23:00,258,383.4,12.6,29.27,25.45,32.58,7.91,2.04,22.61,10.54,14.83,7.49,8.65,6.51,9.28,81.25,0.64,241.85,4.5
01-01-2024 23:00,02-01-2024 00:00,226.7,275,11.1,31.82,25.95,28.66,7.13,3.57,19.05,17.58,20.54,13.92,13.43,19.77,9.21,81.57,0.55,331.14,5.2
02-01-2024 00:00,02-01-2024 01:00,197.48,244.18,9.37,32.58,23.85,25.72,4.74,2.71,16.19,5.28,11.64,8.22,3.48,2.49,9.16,81.88,0.63,320.25,5.07
02-01-2024 01:00,02-01-2024 02:00,164.58,176,17.82,26.63,28.52,25.4,7.51,1.94,33.59,5.42,10.86,8.29,3.53,2.62,8.99,82.25,0.72,339.22,4.9
02-01-2024 02:00,02-01-2024 03:00,None,None,8.59,25,19.21,24.29,5.97,1.9,33.3,26.66,18.28,15.97,11.23,11.32,8.7,82.65,0.64,97.49,4.9
02-01-2024 03:00,02-01-2024 04:00,None,None,9.58,27.66,22.5,28.27,8.44,1.8,36.17,25.78,19.25,16.23,11.73,11.04,8.58,82.7,0.56,227.53,4.93
02-01-2024 04:00,02-01-2024 05:00,None,None,17.85,24.78,27.69,31.18,7.2,2.69,29.15,8.75,8.69,5.6,4.07,4.18,8.46,82.75,0.58,262.48,4.95
02-01-2024 05:00,02-01-2024 06:00,96.72,108.45,15.82,28.25,27.23,33.41,8.49,2.6,35.51,2.88,5.18,1.91,1.66,1.9,8.35,82.97,0.79,189.1,4.93
02-01-2024 06:00,02-01-2024 07:00,94.92,126.25,15.57,29.13,28.16,32.45,7.48,2.61,21.89,2.75,5.14,1.76,1.63,2,8.34,82.42,0.67,187.19,5.07
02-01-2024 07:00,02-01-2024 08:00,130.97,132.23,10.32,28.29,23.27,31.96,7.66,2.65,23.74,2.25,3.96,1.37,1.08,1.05,8.47,81.32,0.38,216.12,8.2
02-01-2024 08:00,02-01-2024 09:00,143.27,169,11.85,27.66,24.28,32.67,6.33,1.01,16.08,2.04,3.65,1.21,0.98,0.76,8.84,79.4,0.39,263.53,24.93
02-01-2024 09:00,02-01-2024 10:00,190.95,212.85,15.27,31.61,27.63,32.72,16.71,1.02,21.91,2.07,3.67,1.22,0.95,0.81,9.44,76.22,0.62,295.92,52.45
02-01-2024 10:00,02-01-2024 11:00,202.33,272.17,16.78,39.43,34.62,32.3,18.71,0.97,23.07,1.98,3.77,1.27,0.96,0.75,10.47,71.37,0.6,266.24,118.03
02-01-2024 11:00,02-01-2024 12:00,232.45,352.25,10.08,39.77,29.09,31.18,23.78,1.01,24.97,2.02,3.75,1.22,0.97,0.74,11.58,66.42,0.48,274.1,206.38
02-01-2024 12:00,02-01-2024 13:00,258.12,452.17,13.28,38.9,30.74,32.89,25.69,0.99,38.02,2.01,3.57,1.21,0.93,0.78,12.68,62.2,0.59,238.37,228.45
02-01-2024 13:00,02-01-2024 14:00,270.92,490.9,8.44,39.65,26.94,31.36,21.67,0.76,51.55,1.6,2.9,0.82,1.28,1.19,13.29,60.5,0.83,342.56,225.2
02-01-2024 14:00,02-01-2024 15:00,298.18,493.9,15.78,33.98,30.86,25.64,17,0.76,61.68,1.49,2.52,0.68,1.33,1.31,13.58,59.75,0.94,339.56,185.15
02-01-2024 15:00,02-01-2024 16:00,264.83,452.8,12.36,35.12,28.64,26.7,9.91,0.8,70.41,1.48,2.47,0.69,1.36,1.28,13.73,60.15,0.77,339.31,102.65
02-01-2024 16:00,02-01-2024 17:00,186.93,361.15,10.57,28.49,23.39,25.37,12.1,0.79,70.42,1.51,2.54,0.68,1.36,1.31,13.05,63.38,0.81,353.95,39.65
02-01-2024 17:00,02-01-2024 18:00,163.95,284.35,14.41,32.31,28.79,25.35,7.61,0.94,43.3,1.53,2.48,0.69,1.37,1.27,11.91,69.4,0.55,342.12,7.18
02-01-2024 18:00,02-01-2024 19:00,170.1,274.68,14.84,30.86,27.73,27.56,6.21,0.98,28.16,8.28,13.17,4.39,5.8,4.73,11.07,76.25,0.68,348.38,3.55
02-01-2024 19:00,02-01-2024 20:00,167.27,282.35,10.23,33,25.41,37.96,8.79,1,26.05,10.66,17.03,5.91,7.15,6.04,10.46,79.8,0.83,344.86,4.15
02-01-2024 20:00,02-01-2024 21:00,190.97,319.72,8.13,37.13,24.73,37.16,7.83,1.47,20.04,10.53,16.83,5.7,7.06,5.91,9.55,86.62,1.01,92.02,3.73
02-01-2024 21:00,02-01-2024 22:00,241,359.8,11.7,39.48,29.44,36.73,11.93,1.46,21.71,10.61,15.58,6.87,8.23,6.71,8.97,91.2,0.9,9.07,3.8
02-01-2024 22:00,02-01-2024 23:00,266.97,366.8,7.81,31.73,22.2,33.4,10.97,1.98,19.15,10.72,15.66,7.34,8.71,6.74,8.55,93.8,0.61,17.16,3.8
02-01-2024 23:00,03-01-2024 00:00,212,327.7,18.64,30.39,31.31,28.5,7.32,3.71,16.79,17.25,20.42,14.24,13.93,19.24,8.3,96.33,0.46,9.5,4.6
03-01-2024 00:00,03-01-2024 01:00,197.47,310.6,14.16,31.59,26.99,25.29,6.3,2.62,17.17,5.3,11.09,8.12,3.56,2.46,8.67,96.7,0.36,41.1,5.5
03-01-2024 01:00,03-01-2024 02:00,187.2,295,17.39,33.59,31.9,24.9,8.91,1.98,18.49,5.43,11.75,8.17,3.54,2.6,8.6,96.83,0.65,25.91,5.12
03-01-2024 02:00,03-01-2024 03:00,183.22,294.05,11.29,32.34,25.89,24.85,7.84,1.9,19.2,25.84,17.68,16.99,11.06,11.1,8.18,98.17,0.59,126,4.9
03-01-2024 03:00,03-01-2024 04:00,164.35,277.05,11.46,31.42,25.8,29.07,7.68,1.86,20.95,25.79,18.59,16.21,11.28,11.1,8.11,98.2,0.35,176.76,4.97
03-01-2024 04:00,03-01-2024 05:00,141.95,267.25,18.71,32.52,32.5,31.6,6.91,2.6,21.01,8.19,8.35,5.44,4.2,4.36,8.18,98.23,0.54,176.24,5.2
03-01-2024 05:00,03-01-2024 06:00,132.7,254.4,11.97,31.5,25.96,32.25,7.88,2.68,20.78,2.79,5.31,1.84,1.62,1.92,8.31,98.3,0.59,10.32,5.33
03-01-2024 06:00,03-01-2024 07:00,148.2,258.68,11.24,35.33,27.93,31.36,7.09,2.73,21.34,2.85,5.29,1.84,1.72,1.95,8.44,98.3,0.34,78.04,5.25
03-01-2024 07:00,03-01-2024 08:00,148.92,253.37,9.11,31.28,21.44,31.6,9.34,2.63,21.25,2.25,4.02,1.35,1.09,1.07,8.75,98.3,0.15,131.59,6.52
03-01-2024 08:00,03-01-2024 09:00,161.9,240.82,14.7,32.23,28.38,32.56,7.53,0.98,20.77,2,3.57,1.2,0.93,0.79,9.11,98.2,0.41,139.65,16.1
03-01-2024 09:00,03-01-2024 10:00,167,253.8,9.75,33.35,22.89,30.14,4.82,0.99,20.48,2.02,3.69,1.18,0.98,0.78,9.53,97.2,0.53,183,36.6
03-01-2024 10:00,03-01-2024 11:00,209.62,257.95,15.36,40.95,34.27,32.25,4.93,1.01,21.32,2.02,3.69,1.18,0.95,0.81,10.28,89.38,0.38,132.92,56.08
03-01-2024 11:00,03-01-2024 12:00,195.03,240.77,9.71,39.25,28.29,32.54,10.27,0.87,25.24,2,3.75,1.19,0.96,0.8,11.37,80.22,0.4,145.22,114.1
03-01-2024 12:00,03-01-2024 13:00,196.27,247.92,10.53,42.64,31.22,31.05,10.03,0.66,31.02,2,3.62,1.21,0.96,0.79,12.74,72.28,0.55,219.92,190.93
03-01-2024 13:00,03-01-2024 14:00,202.85,276.7,14.54,36.54,30.89,32.31,9.56,0.98,41.41,1.6,2.79,0.84,1.24,1.16,13.52,69.05,0.74,327.68,196.97
03-01-2024 14:00,03-01-2024 15:00,224.18,299.57,10.02,40.21,27.85,25.83,11.87,0.98,45.89,1.49,2.57,0.71,1.35,1.28,13.57,69.53,0.95,328.01,141.62
03-01-2024 15:00,03-01-2024 16:00,230.47,305.8,5.11,34.35,20.8,25.19,9.71,0.98,52.41,1.5,2.54,0.71,1.35,1.27,13.53,69.15,1.01,347.76,92.9
03-01-2024 16:00,03-01-2024 17:00,205.77,284.88,6.68,28.58,19.57,26.68,8.93,0.98,50.9,1.49,2.64,0.69,1.38,1.3,12.91,73.22,0.99,7.29,39.1
03-01-2024 17:00,03-01-2024 18:00,192.42,252.08,8.44,28.66,21.58,25,9.58,1.53,39.5,1.48,2.59,0.7,1.35,1.28,11.91,78.7,0.6,8.07,7.82
03-01-2024 18:00,03-01-2024 19:00,182.85,220.12,3.93,33.16,17.14,27.06,9.77,1.55,28.29,8.8,13.19,4.23,5.58,4.65,10.96,83.67,0.47,31.06,3.47
03-01-2024 19:00,03-01-2024 20:00,201.05,240.47,12.45,35.8,29.02,35.9,10.24,1.57,23.49,11,16.7,5.62,7.12,5.89,10.22,88.42,0.25,125.66,3.63
03-01-2024 20:00,03-01-2024 21:00,238.55,255.98,15.15,33.17,29.61,36.12,13,1.99,26.8,11.05,17.59,5.76,7.36,5.9,9.78,94.53,0.15,252.07,4.2
03-01-2024 21:00,03-01-2024 22:00,256.38,297.7,18.48,34.65,33.14,36.53,7.48,1.93,21.06,10.67,16.07,7.03,8.39,6.75,9.21,97.75,0.55,201.56,4.6
03-01-2024 22:00,03-01-2024 23:00,259.15,297.83,20.6,36.51,36.15,31.97,5.96,2.45,21.33,10.51,15.22,7.31,8.6,6.73,8.78,98.2,0.36,245.76,3.9
03-01-2024 23:00,04-01-2024 00:00,237.3,299.2,18.46,31.63,31.83,27.72,7.81,2.13,20.72,17.65,20.37,13.2,14.2,19.61,8.41,98.2,0.35,249.35,4.1
04-01-2024 00:00,04-01-2024 01:00,218.88,273,12.12,32.97,26.96,25.7,6.55,2.64,19.73,5.37,11.46,8.3,3.63,2.51,7.89,98.2,0.36,305.85,3.95
04-01-2024 01:00,04-01-2024 02:00,198.1,241.45,11.47,34.19,27.43,25.49,7.38,1.85,20.02,5.2,11.31,8.44,3.59,2.54,7.71,98.2,0.27,326.2,4.22
04-01-2024 02:00,04-01-2024 03:00,182.2,231.2,12.26,29.72,25.08,25.51,6.72,1.76,19.83,25.8,19.15,16.88,11.44,10.96,8,98.2,0.31,285.5,5.22
04-01-2024 03:00,04-01-2024 04:00,170.9,226.25,10.41,26.92,22.7,27.62,7.5,1.79,20.3,25.01,17.89,15.93,11.56,10.9,8.07,98.2,0.68,295.71,5.07
04-01-2024 04:00,04-01-2024 05:00,185.7,200.57,12.49,28.33,24.91,32.59,7.2,1.73,19.77,8.73,9.08,5.33,4.17,4.27,8.11,98.2,0.35,318.9,5.35
04-01-2024 05:00,04-01-2024 06:00,173.52,203.27,14.71,33.44,29.63,31.02,9.12,1.66,19.61,2.92,5.1,1.93,1.6,1.95,8.49,98.15,0.37,305.34,5.38
04-01-2024 06:00,04-01-2024 07:00,191.18,205.82,12.59,30.3,26.27,31.9,8.55,1.67,19.04,2.84,5.18,1.9,1.76,1.93,8.64,97.2,0.49,273.13,5.1
04-01-2024 07:00,04-01-2024 08:00,205.68,215.57,14.8,32.22,28.84,32.39,8.06,1.69,19.67,2.25,3.98,1.33,1.1,1.05,8.61,97.92,0.71,275.48,6.15
04-01-2024 08:00,04-01-2024 09:00,193.2,234.33,13.37,32.09,25.71,31.57,4.24,0.67,19.63,2.03,3.71,1.2,0.95,0.77,8.66,98.2,0.62,299.96,13.82
04-01-2024 09:00,04-01-2024 10:00,181.52,232.5,16.54,36.62,32.78,31.8,8.08,0.66,21.15,2.04,3.62,1.19,0.96,0.78,8.94,98.2,0.52,276.75,27.8
04-01-2024 10:00,04-01-2024 11:00,198.05,265.15,19.89,31.98,33.08,32.54,8.62,0.67,17.4,2,3.65,1.2,0.92,0.83,9.49,96.12,0.48,290.34,36.65
04-01-2024 11:00,04-01-2024 12:00,211.53,306.65,16.72,33.24,31.28,28.26,9.52,0.66,15.65,1.98,3.62,1.19,0.94,0.81,9.75,92.65,0.79,301.42,43.47
04-01-2024 12:00,04-01-2024 13:00,201.32,330.43,15.81,39.21,33.4,6.4,11.08,0.67,21.11,2.02,3.64,1.2,0.98,0.8,9.96,91.3,0.96,306.14,40.2
04-01-2024 13:00,04-01-2024 14:00,206.38,324.15,11.93,35.34,27.12,32.18,11.76,0.99,23.04,1.63,2.87,0.8,1.28,1.18,10.04,92.2,0.79,319.09,31.3
04-01-2024 14:00,04-01-2024 15:00,228.55,338.27,14.76,31.77,27.92,25.81,9.52,0.96,21.03,1.51,2.56,0.71,1.39,1.29,10.02,96.3,0.69,324.58,27.67
04-01-2024 15:00,04-01-2024 16:00,222.45,341.1,13.83,32.7,28.17,30.11,11.99,0.97,21.99,1.49,2.48,0.68,1.39,1.31,10.1,98.17,0.92,313.62,33.42
04-01-2024 16:00,04-01-2024 17:00,220.38,336.3,25.71,31.29,37.3,35.25,56.09,None,21.8,1.51,2.61,0.67,1.35,1.31,10.32,97.88,0.55,178.33,16
04-01-2024 17:00,04-01-2024 18:00,211.93,321.15,20.07,33.12,33.93,36.71,14.46,0.45,19.91,1.5,2.63,0.69,1.37,1.3,10.38,97.43,0.47,334.03,6.42
04-01-2024 18:00,04-01-2024 19:00,212.9,330.23,19.58,34.52,34.27,41.15,20.18,0.45,22.81,8.6,13.34,4.26,5.88,5.03,10.42,97.92,0.48,304.6,5.07
04-01-2024 19:00,04-01-2024 20:00,228.18,335.4,18.98,34.89,33.53,53.89,13.33,0.56,20.38,10.92,16.66,5.58,7.36,6.02,10.5,97.93,0.74,295.9,5.15
04-01-2024 20:00,04-01-2024 21:00,233.7,358.47,15.99,34.43,31.24,41.94,18.19,0.34,16.2,10.84,17.02,5.6,7.18,5.89,10.47,98.2,0.48,322.5,5.03
04-01-2024 21:00,04-01-2024 22:00,217.85,341.95,18.02,32.77,32.07,45.36,13.22,0.28,22.46,10.95,16.29,6.73,8.23,6.8,10.51,98.2,0.41,327.28,5.12
04-01-2024 22:00,04-01-2024 23:00,216.65,342.98,12.33,25.56,23.42,46.14,17.61,0.26,21.8,11.62,15.12,7.01,8.71,6.95,10.53,98.2,0.51,247.14,5.12
04-01-2024 23:00,05-01-2024 00:00,222.5,323.3,17.22,28.7,29.27,44.67,11.12,0.64,19.62,17.23,20.81,14.46,13.6,20.47,10.53,98.2,0.41,119.77,5.07
05-01-2024 00:00,05-01-2024 01:00,202.7,313.75,15.62,29.18,27.66,54.9,11.24,1.13,9.39,5.4,11.4,8.16,3.59,2.5,10.48,98.2,0.26,207.38,4.9
05-01-2024 01:00,05-01-2024 02:00,183.4,303.67,13.91,31.02,27.72,55.38,9.06,1.16,15.26,5.28,11.49,8.08,3.6,2.52,10.43,98.2,0.26,298.88,4.93
05-01-2024 02:00,05-01-2024 03:00,186.9,294.65,9.27,27.29,21.65,56.12,8.24,1.12,11.87,26.34,19.28,16.02,11.3,10.86,10.29,98.28,0.58,303.73,4.9
05-01-2024 03:00,05-01-2024 04:00,166.9,287.85,11.28,27.29,23.69,55.38,10.2,1.11,16.23,25.86,18.94,16.32,11.09,10.82,10.29,98.3,0.38,291.71,4.93
05-01-2024 04:00,05-01-2024 05:00,143.2,266.12,14.25,26.83,25.02,55.2,10.81,1.06,23.36,8.6,8.76,5.54,3.88,4.38,10.18,98.3,0.27,292.95,4.85
05-01-2024 05:00,05-01-2024 06:00,123.87,223.1,10.93,23.38,21.15,53.27,9.93,1.19,22.84,2.82,5.31,1.87,1.65,2.03,10.19,98.3,0.14,173.96,4.93
05-01-2024 06:00,05-01-2024 07:00,115.05,195.4,7.84,25.36,18.43,52.65,8.99,1.07,23.61,2.81,5.46,1.81,1.69,1.95,10.22,98.3,0.22,211.71,4.92
05-01-2024 07:00,05-01-2024 08:00,117.18,175.05,10.98,29.24,23.55,52.45,10.67,0.67,24.95,2.21,3.91,1.36,1.09,1.03,10.28,98.3,0.12,242.78,6.28
05-01-2024 08:00,05-01-2024 09:00,115.9,165.23,11.55,25.79,21.92,49.95,9.13,4.12,20.46,2.01,3.57,1.21,0.98,0.82,10.51,98.3,0.28,218.09,14.1
05-01-2024 09:00,05-01-2024 10:00,100.35,162.43,11.29,30,24.43,47.05,12.47,0.01,27.12,2,3.47,1.2,0.98,0.8,10.79,98.3,0.3,256.71,26.55
05-01-2024 10:00,05-01-2024 11:00,97.8,164.03,10.28,32.45,24.45,49.32,16.87,4.42,14.53,2.01,3.58,1.16,0.95,0.8,11.45,98.22,0.16,167.84,41.9
05-01-2024 11:00,05-01-2024 12:00,98.07,169.37,10.77,44.19,33.24,50.68,10.93,2.74,12.82,2,3.6,1.21,0.97,0.76,12.28,94.87,0.51,164.5,70
05-01-2024 12:00,05-01-2024 13:00,89.02,182.5,10.46,40.38,29.77,51.42,11.75,1.07,21.07,2,3.63,1.21,0.95,0.77,12.58,90.18,0.36,232.36,29.62
05-01-2024 13:00,05-01-2024 14:00,121.38,190.55,11.89,31.06,25.8,51.64,7.78,0.34,22.97,1.65,2.9,0.83,1.25,1.17,12.57,90.35,0.55,272.84,38.65
05-01-2024 14:00,05-01-2024 15:00,128.23,204.17,8.43,29.75,22.11,50.6,7.9,1.87,23.3,1.48,2.44,0.69,1.34,1.29,12.71,89.47,0.83,331.04,53.3
05-01-2024 15:00,05-01-2024 16:00,141.17,204.32,7.13,34.04,22.35,45.73,10.81,0.93,21.55,1.46,2.49,0.7,1.37,1.3,12.64,90.72,0.78,7.93,24.07
05-01-2024 16:00,05-01-2024 17:00,162.9,229,13.55,35.39,29.61,48.89,11.04,1.04,23.64,1.46,2.41,0.7,1.35,1.3,12.32,94,0.81,354.72,14.45
05-01-2024 17:00,05-01-2024 18:00,155.57,235.1,2.6,31.25,12.04,47.73,7.62,1.22,19.42,1.5,2.48,0.69,1.35,1.29,11.98,96.5,1.03,349.61,6.03
05-01-2024 18:00,05-01-2024 19:00,169.65,230.1,12.12,36.33,29.17,44.14,None,0.86,20.6,8.73,13.02,4.36,5.59,4.73,11.9,97.45,0.84,174.57,5.03
05-01-2024 19:00,05-01-2024 20:00,171.3,209.85,10.69,34.88,27.03,49.63,10.43,0.9,17.27,9.48,14.51,5.09,6.1,4.85,11.87,98.15,0.87,90.2,5.08
05-01-2024 20:00,05-01-2024 21:00,163.62,200.93,9.32,31.23,24.03,41.21,11.45,0.72,22.11,3.5,7.61,None,0.89,0.78,11.55,98.2,0.73,12.56,4.9
05-01-2024 21:00,05-01-2024 22:00,152.55,205.75,11.39,31.09,25.77,33.21,10.7,2.9,22.96,2.29,7.13,1.21,0.89,0.78,11.42,98.2,0.82,11.56,5.07
05-01-2024 22:00,05-01-2024 23:00,150.48,199.9,11.07,24.07,21.73,33.26,10.85,2.35,22.93,1.35,2.57,None,0.89,0.78,10.97,98.2,0.76,181.91,4.93
05-01-2024 23:00,06-01-2024 00:00,134.1,191.9,9.59,28.26,22.83,33.17,8.76,8.33,24.76,1.28,1.1,None,0.89,0.78,10.73,98.2,0.75,124.64,5
06-01-2024 00:00,06-01-2024 01:00,118.15,165.62,7.45,26.11,19.37,41.63,8.17,3.5,25.57,0.5,0.94,None,0.89,0.78,10.46,98.2,0.61,175.22,4.72
06-01-2024 01:00,06-01-2024 02:00,93.05,154.6,9.41,27.86,22.28,41.76,9.66,3.62,24.93,0.5,0,None,0.89,0.78,10.03,98.28,0.76,90.46,4.9
06-01-2024 02:00,06-01-2024 03:00,82.6,150.47,7.84,23.59,18.67,40.89,6.83,2.6,25.01,0.5,0,None,0.89,0.78,10.18,98.05,0.68,273.35,5.2
06-01-2024 03:00,06-01-2024 04:00,83.05,145,12.61,25.79,23.92,40.73,8.67,3.05,25.71,0.5,0,None,0.89,0.78,10.19,96.85,0.71,98.37,4.95
06-01-2024 04:00,06-01-2024 05:00,107.87,141.22,9.8,22.72,19.44,40.38,7.4,2.47,18.87,0.5,0,None,0.89,0.78,10,96.9,0.8,183.4,4.82
06-01-2024 05:00,06-01-2024 06:00,79.7,146.8,8.14,27.31,20.41,41.2,9.9,4.52,15.42,0.5,0,None,0.89,0.78,9.89,97.18,0.7,193.92,4.88
06-01-2024 06:00,06-01-2024 07:00,75.75,147.03,9.32,26.25,21.54,40.43,8.71,0.74,17.45,0.5,0.27,None,0.89,0.78,9.69,97.75,0.85,95.3,4.6
06-01-2024 07:00,06-01-2024 08:00,81.25,148.17,12.65,25.99,24.11,41.96,9.88,0.37,14.28,0.5,0.65,None,0.89,0.78,9.6,98.2,0.74,181.14,8.8
06-01-2024 08:00,06-01-2024 09:00,87.15,147.15,10.8,28.66,23.49,41.58,8.78,0.37,22.83,0.5,4.04,None,0.89,0.78,9.98,95.27,0.51,104.61,49.47
06-01-2024 09:00,06-01-2024 10:00,105.42,153.23,9.87,33.23,25,42.84,9.83,2.12,28.38,0.5,3.75,None,0.89,0.78,10.99,86.47,0.87,21.58,91.22
06-01-2024 10:00,06-01-2024 11:00,130.15,166.97,12.64,33.86,28.29,42.8,8.7,0.03,31.06,None,None,None,None,None,11.36,82.88,0.53,100.98,74.95
06-01-2024 11:00,06-01-2024 12:00,155.2,181.6,12.37,34.19,27.87,43.32,9.62,0.03,33.64,None,None,None,None,None,11.88,76.8,0.55,264.37,78.17
06-01-2024 12:00,06-01-2024 13:00,None,None,13.97,33.07,28.03,42.41,None,None,29.12,None,None,None,None,None,12.72,71.07,0.49,173.95,116.57
06-01-2024 13:00,06-01-2024 14:00,None,None,None,None,None,43.21,5.07,None,None,1.78,3.86,0.07,0.89,0.78,12.96,72.2,0.6,51.4,94.28
06-01-2024 14:00,06-01-2024 15:00,237.4,None,13.76,39.94,32.43,41.95,7.14,1.15,45.29,2.19,4.6,0.51,0.89,0.78,13.33,69.25,0.78,15.57,119.4
06-01-2024 15:00,06-01-2024 16:00,228.78,None,12.56,38.85,30.46,None,8.11,4.02,42.7,1.53,3.34,None,0.89,0.78,13.5,67.8,0.65,250.62,81.9
06-01-2024 16:00,06-01-2024 17:00,206.15,349.7,13.36,41.14,32.12,None,12.33,1.76,38.91,0.5,3.36,None,0.89,0.78,12.84,70.75,0.73,343.35,42.5
06-01-2024 17:00,06-01-2024 18:00,182.95,305,7.61,36.72,25.19,28.38,8.26,0.81,33.62,0.76,5.29,None,0.89,0.78,11.88,73.55,0.84,351.96,9.3
06-01-2024 18:00,06-01-2024 19:00,165.93,251.68,9.98,36.29,27.42,28.16,10,2.51,29.3,1.35,3.13,0.27,0.89,0.78,11.45,76.3,0.9,5.79,4.75
06-01-2024 19:00,06-01-2024 20:00,161.18,211.43,12.12,34.55,28.01,29.45,7.28,0.76,33.24,1.21,2.74,None,0.89,0.78,11.09,76.88,0.79,93.16,4.25
06-01-2024 20:00,06-01-2024 21:00,161.67,191.2,8.95,35.81,26.31,28.42,7.54,2.54,26.59,1.3,2.39,None,0.89,0.78,10.53,80.08,0.63,268.98,3.85
06-01-2024 21:00,06-01-2024 22:00,169.55,203.1,10.44,38.81,28.72,26.66,6.63,3.14,21.59,1.21,2.53,0.35,0.89,0.78,9.96,83.83,0.16,280.34,3.45
06-01-2024 22:00,06-01-2024 23:00,172.1,203.1,18.13,38.26,35.02,25.37,5.91,0.17,20.51,1.52,2.88,None,0.89,0.78,9.19,89.85,0.12,307.53,3.27
06-01-2024 23:00,07-01-2024 00:00,191.9,185.5,21.84,38.77,38.07,26.37,7.48,0.11,20.78,2.06,4.97,0.48,0.89,0.78,8.6,94.67,0.08,270.37,4.13
